"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
5.951214740E-1,6.730965339E-3,1.452712622E-2,1.079703402E-2,1.931111685E-2
5.975665260E-1,5.509235896E-3,1.697058603E-2,9.575304575E-3,2.024941797E-2
6.000123070E-1,4.287506454E-3,1.941404492E-2,1.079703402E-2,2.262440707E-2
6.024573590E-1,1.145363785E-5,2.246836945E-2,9.575304575E-3,2.442364049E-2
6.049015780E-1,1.844047802E-3,2.613355592E-2,9.575304575E-3,2.789354253E-2
6.073466300E-1,-4.875464365E-3,2.674442157E-2,8.964439854E-3,2.862508375E-2
6.097924630E-1,1.145363785E-5,3.102047741E-2,1.079703402E-2,3.284579263E-2
6.122374630E-1,-4.264599644E-3,2.979874611E-2,1.079703402E-2,3.198011919E-2
6.146817340E-1,-4.264599644E-3,3.346393257E-2,1.262962818E-2,3.602123126E-2
6.171267340E-1,-6.097193807E-3,3.285306692E-2,1.324049290E-2,3.594176444E-2
6.195725670E-1,-9.151517414E-3,3.651826084E-2,1.507308707E-2,4.055282480E-2
6.220175670E-1,-8.540652692E-3,3.712911904E-2,1.446222235E-2,4.075132027E-2
6.244618380E-1,-1.159497630E-2,3.957258165E-2,1.446222235E-2,4.369883945E-2
6.269068380E-1,-7.929787971E-3,4.140517116E-2,1.751654595E-2,4.565193444E-2
6.293526720E-1,-1.403843518E-2,4.079431295E-2,1.751654595E-2,4.656267834E-2
6.317977240E-1,-1.098411158E-2,4.323776811E-2,1.934913918E-2,4.862658209E-2
6.342419420E-1,-1.403843518E-2,4.201603681E-2,1.934913918E-2,4.834060611E-2
6.366869420E-1,-1.159497630E-2,4.629209638E-2,2.057087049E-2,5.196693540E-2
6.391327760E-1,-1.342756953E-2,4.507036507E-2,2.179259807E-2,5.183198589E-2
6.415778280E-1,-1.403843518E-2,4.812468588E-2,2.240346372E-2,5.490881751E-2
6.440220470E-1,-1.037324686E-2,4.568123072E-2,2.179259807E-2,5.166523417E-2
