"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.596757860E-1,-1.953621767E-2,-1.601610892E-2,-8.750636131E-3,2.673486822E-2
2.621208380E-1,-1.892535202E-2,-1.479438040E-2,-9.361501783E-3,2.578139555E-2
2.645666720E-1,-1.892535202E-2,-1.418351475E-2,-8.750636131E-3,2.521734864E-2
2.670117240E-1,-2.197967656E-2,-1.357265096E-2,-8.750636131E-3,2.727446917E-2
2.694559950E-1,-2.075794525E-2,-1.235092152E-2,-8.750636131E-3,2.569068287E-2
2.719010470E-1,-2.442313544E-2,-1.357265096E-2,-1.058323123E-2,2.987827275E-2
2.743468800E-1,-2.197967656E-2,-1.479438040E-2,-8.750636131E-3,2.790257167E-2
2.767919320E-1,-2.503400110E-2,-1.540524606E-2,-9.361501783E-3,3.084899565E-2
2.792362030E-1,-2.197967656E-2,-1.601610892E-2,-9.361501783E-3,2.876212165E-2
2.816812550E-1,-2.442313544E-2,-1.723783836E-2,-9.361501783E-3,3.132523474E-2
2.841270880E-1,-2.503400110E-2,-1.845956780E-2,-9.361501783E-3,3.248221929E-2
2.865721400E-1,-2.503400110E-2,-2.090302669E-2,-9.361501783E-3,3.393045021E-2
2.890164110E-1,-2.320140414E-2,-2.334648557E-2,-8.139772341E-3,3.390603835E-2
2.914614630E-1,-2.075794525E-2,-2.517908067E-2,-6.918043364E-3,3.335772352E-2
2.939072970E-1,-2.320140414E-2,-2.823340334E-2,-7.528907154E-3,3.731105280E-2
2.963523490E-1,-1.892535202E-2,-2.945513278E-2,-6.918043364E-3,3.568799687E-2
2.987966200E-1,-2.197967656E-2,-3.250945732E-2,-5.085448269E-3,3.957060501E-2
3.012416720E-1,-1.526016463E-2,-3.312032297E-2,-3.863718826E-3,3.667092501E-2
3.036875050E-1,-1.709275879E-2,-3.495291620E-2,-3.863718826E-3,3.909983475E-2
3.061325570E-1,-1.342756953E-2,-3.495291620E-2,-2.031125594E-3,3.749841925E-2
3.085768280E-1,-1.220584102E-2,-3.312032297E-2,-2.031125594E-3,3.535624160E-2
3.110218800E-1,-1.220584102E-2,-3.250945732E-2,-3.252855036E-3,3.487733413E-2
3.134677130E-1,-9.762382135E-3,-3.006599844E-2,-2.031125594E-3,3.167639244E-2
3.159127650E-1,-1.037324686E-2,-2.945513278E-2,-3.252855036E-3,3.139729548E-2
3.183570360E-1,-6.097193807E-3,-2.701167390E-2,-2.031125594E-3,2.776565811E-2
3.208020880E-1,-9.762382135E-3,-2.578994446E-2,-2.641989384E-3,2.770208382E-2
3.232479220E-1,-4.875464365E-3,-2.517908067E-2,-2.641989384E-3,2.578248172E-2
3.256929740E-1,-6.708058529E-3,-2.517908067E-2,-3.252855036E-3,2.625957384E-2
3.281372450E-1,-4.264599644E-3,-2.273562178E-2,-4.474584479E-3,2.356092558E-2
3.305822970E-1,-3.653734690E-3,-2.273562178E-2,-5.696313921E-3,2.372143055E-2
3.330281300E-1,-3.042869968E-3,-2.029216290E-2,-3.252855036E-3,2.077527373E-2
3.354731820E-1,1.145363785E-5,-1.907043159E-2,-3.863718826E-3,1.945789853E-2
3.379174530E-1,-1.821140526E-3,-1.723783836E-2,-3.863718826E-3,1.775916516E-2
3.403625050E-1,2.454912523E-3,-1.296178717E-2,-2.641989384E-3,1.345416776E-2
3.428083380E-1,6.223183591E-4,-1.112919208E-2,-8.093961515E-4,1.117592585E-2
3.452533900E-1,3.676641965E-3,-6.242274307E-3,4.123337567E-4,7.256287190E-3
3.476976610E-1,6.223183591E-4,-3.798815189E-3,1.023198478E-3,3.983115879E-3
3.501427130E-1,3.065777244E-3,-7.444925141E-4,2.244927920E-3,3.872074455E-3
3.525885470E-1,5.509235896E-3,-1.336268615E-4,4.688386805E-3,7.235365031E-3
3.550335990E-1,4.898371175E-3,2.920697676E-3,5.299251527E-3,7.785022917E-3
3.574778700E-1,5.509235896E-3,5.364156328E-3,7.131845690E-3,1.048756770E-2
3.599229220E-1,3.676641965E-3,7.807615213E-3,9.575304575E-3,1.289042316E-2
3.623687550E-1,6.120100617E-3,1.147280168E-2,1.140789874E-2,1.729800461E-2
3.648138070E-1,4.287506454E-3,1.208366733E-2,1.201876346E-2,1.757408327E-2
3.672580780E-1,7.341830060E-3,1.513799187E-2,1.385135762E-2,2.179269085E-2
3.697031300E-1,7.341830060E-3,1.513799187E-2,1.507308707E-2,2.258891808E-2
3.721489630E-1,7.952694781E-3,1.635972038E-2,1.568395272E-2,2.401816350E-2
3.745940150E-1,7.952694781E-3,1.758145168E-2,1.751654595E-2,2.606112391E-2
3.770382860E-1,6.120100617E-3,1.819231361E-2,1.873827539E-2,2.682422172E-2
3.794833380E-1,9.785288945E-3,1.635972038E-2,1.873827539E-2,2.673041891E-2
3.819291720E-1,7.341830060E-3,1.513799187E-2,2.057087049E-2,2.657483733E-2
3.843742240E-1,1.100701839E-2,1.330539491E-2,1.996000484E-2,2.639298734E-2
3.868184950E-1,9.785288945E-3,9.640208445E-3,1.996000484E-2,2.422988427E-2
3.892635470E-1,1.345047727E-2,1.025107410E-2,2.057087049E-2,2.663006894E-2
3.917093800E-1,1.039615367E-2,6.585883908E-3,1.996000484E-2,2.344900149E-2
3.941544320E-1,1.222874783E-2,6.585883908E-3,2.240346372E-2,2.635965339E-2
3.965987030E-1,1.283961255E-2,4.753290676E-3,2.240346372E-2,2.625575383E-2
3.990437550E-1,1.283961255E-2,2.309832023E-3,2.057087049E-2,2.435881128E-2
4.014895880E-1,1.528307237E-2,-1.336268615E-4,1.996000484E-2,2.513945008E-2
4.039346400E-1,1.406134106E-2,-1.355358167E-3,1.934913918E-2,2.395720133E-2
4.063789110E-1,1.711566560E-2,-3.187951399E-3,1.934913918E-2,2.602879617E-2
4.088239630E-1,1.467220671E-2,-7.464003749E-3,1.690568030E-2,2.359633506E-2
4.112697970E-1,1.772653125E-2,-6.853138097E-3,1.690568030E-2,2.543614433E-2
4.137148490E-1,1.711566560E-2,-9.296596982E-3,1.507308707E-2,2.462865563E-2
4.161591200E-1,2.016999014E-2,-1.174005587E-2,1.446222235E-2,2.745566042E-2
4.186041720E-1,1.955912448E-2,-1.296178717E-2,1.385135762E-2,2.724752072E-2
4.210500050E-1,2.016999014E-2,-1.174005587E-2,1.201876346E-2,2.625086835E-2
4.234950570E-1,2.200258337E-2,-1.235092152E-2,1.201876346E-2,2.794833828E-2
4.259393280E-1,1.955912448E-2,-1.357265096E-2,1.018616930E-2,2.589467609E-2
4.283843800E-1,2.383517660E-2,-1.296178717E-2,8.353575133E-3,2.838847984E-2
4.308302130E-1,1.955912448E-2,-1.662697271E-2,5.299251527E-3,2.621254735E-2
4.332752650E-1,2.078085579E-2,-1.479438040E-2,6.520980969E-3,2.632946736E-2
4.357195360E-1,1.833739504E-2,-1.662697271E-2,5.299251527E-3,2.531399504E-2
4.381645880E-1,2.139171772E-2,-1.601610892E-2,5.299251527E-3,2.724341018E-2
4.406104220E-1,1.955912448E-2,-1.601610892E-2,4.688386805E-3,2.571101060E-2
4.430554740E-1,2.016999014E-2,-1.601610892E-2,5.299251527E-3,2.629498647E-2
4.454997450E-1,2.078085579E-2,-1.357265096E-2,5.299251527E-3,2.537997022E-2
4.479447970E-1,1.955912448E-2,-1.296178717E-2,5.299251527E-3,2.405513135E-2
4.503906300E-1,2.200258337E-2,-9.907462634E-3,4.688386805E-3,2.458154718E-2
4.528356820E-1,1.650479995E-2,-8.685733192E-3,5.299251527E-3,1.938897752E-2
4.552799530E-1,2.016999014E-2,-6.242274307E-3,7.131845690E-3,2.228581867E-2
4.577250050E-1,1.894825883E-2,-6.242274307E-3,7.131845690E-3,2.118645143E-2
4.601708380E-1,2.139171772E-2,-3.187951399E-3,7.742710412E-3,2.297211757E-2
4.626158900E-1,2.016999014E-2,-4.409679212E-3,8.964439854E-3,2.250855293E-2
4.650601610E-1,1.955912448E-2,-7.444925141E-4,8.964439854E-3,2.152846492E-2
4.675052130E-1,1.955912448E-2,1.698966371E-3,1.079703402E-2,2.240584256E-2
4.699510470E-1,1.650479995E-2,1.088104444E-3,1.140789874E-2,2.009309698E-2
4.723960990E-1,1.894825883E-2,3.531559603E-3,1.079703402E-2,2.209263157E-2
4.748403700E-1,1.345047727E-2,4.142425023E-3,1.140789874E-2,1.811670990E-2
4.772854220E-1,1.711566560E-2,6.585883908E-3,1.385135762E-2,2.298216665E-2
4.797312550E-1,1.528307237E-2,6.585883908E-3,1.324049290E-2,2.126633067E-2
4.821763070E-1,1.711566560E-2,9.029342793E-3,1.629481651E-2,2.529814391E-2
4.846205780E-1,1.589393616E-2,9.029342793E-3,1.690568030E-2,2.489876029E-2
4.870656300E-1,1.528307237E-2,1.025107410E-2,1.629481651E-2,2.458002983E-2
4.895114630E-1,1.589393616E-2,9.029342793E-3,1.873827539E-2,2.617764700E-2
4.919565150E-1,1.283961255E-2,8.418477140E-3,1.996000484E-2,2.518190225E-2
4.944007860E-1,1.894825883E-2,8.418477140E-3,2.118173428E-2,2.964073442E-2
4.968458380E-1,1.589393616E-2,2.920697676E-3,1.996000484E-2,2.568169532E-2
4.992917240E-1,2.016999014E-2,4.753290676E-3,2.179259807E-2,3.007223977E-2
5.017367760E-1,1.772653125E-2,2.920697676E-3,2.179259807E-2,2.824318884E-2
5.041809950E-1,2.078085579E-2,4.753290676E-3,2.179259807E-2,3.048532549E-2
5.066260470E-1,1.894825883E-2,2.920697676E-3,2.240346372E-2,2.948698313E-2
5.090719320E-1,2.078085579E-2,1.698966371E-3,2.240346372E-2,3.060466698E-2
5.115169840E-1,2.383517660E-2,2.920697676E-3,2.240346372E-2,3.284145711E-2
5.139612030E-1,2.016999014E-2,3.531559603E-3,1.996000484E-2,2.859549280E-2
5.164062550E-1,2.444604225E-2,2.920697676E-3,1.934913918E-2,3.131339400E-2
5.188521400E-1,2.016999014E-2,-7.444925141E-4,1.934913918E-2,2.796018524E-2
5.212971930E-1,2.444604225E-2,2.309832023E-3,1.873827539E-2,3.088797939E-2
5.237414110E-1,2.261344902E-2,2.309832023E-3,1.751654595E-2,2.869726089E-2
5.261864630E-1,2.627863549E-2,4.753290676E-3,1.751654595E-2,3.193727974E-2
5.286323490E-1,2.444604225E-2,5.975021981E-3,1.629481651E-2,2.998050891E-2
5.310774010E-1,2.383517660E-2,5.975021981E-3,1.507308707E-2,2.882732185E-2
5.335216200E-1,2.505690791E-2,7.807615213E-3,1.507308707E-2,3.026558182E-2
5.359666720E-1,2.322431467E-2,8.418477140E-3,1.385135762E-2,2.832136398E-2
5.384125570E-1,2.566777356E-2,8.418477140E-3,1.385135762E-2,3.035729673E-2
5.408576090E-1,2.261344902E-2,8.418477140E-3,1.201876346E-2,2.695717918E-2
5.433018280E-1,2.505690791E-2,1.086193975E-2,1.140789874E-2,2.959679920E-2
5.457469320E-1,2.261344902E-2,7.807615213E-3,1.262962818E-2,2.705243871E-2
5.481927650E-1,2.444604225E-2,9.640208445E-3,1.018616930E-2,2.818333986E-2
5.506378180E-1,2.261344902E-2,7.196749561E-3,1.140789874E-2,2.633061782E-2
5.530820360E-1,2.322431467E-2,1.147280168E-2,1.079703402E-2,2.806367606E-2
5.555270880E-1,2.322431467E-2,1.025107410E-2,1.079703402E-2,2.758675871E-2
5.579729740E-1,2.139171772E-2,9.640208445E-3,1.140789874E-2,2.608983249E-2
5.604180260E-1,2.261344902E-2,1.147280168E-2,1.201876346E-2,2.806143136E-2
5.628622970E-1,2.078085579E-2,1.086193975E-2,1.201876346E-2,2.634912480E-2
5.653073490E-1,2.322431467E-2,1.147280168E-2,1.079703402E-2,2.806367606E-2
5.677531820E-1,1.955912448E-2,9.029342793E-3,1.140789874E-2,2.437680323E-2
5.701982340E-1,2.200258337E-2,9.029342793E-3,1.324049290E-2,2.722045846E-2
5.726425050E-1,1.894825883E-2,7.196749561E-3,1.324049290E-2,2.421033600E-2
5.750875570E-1,2.078085579E-2,7.196749561E-3,1.385135762E-2,2.599033050E-2
5.775333900E-1,2.016999014E-2,4.753290676E-3,1.324049290E-2,2.459131812E-2
5.799784430E-1,1.711566560E-2,4.142425023E-3,1.324049290E-2,2.203216617E-2
5.824227130E-1,2.078085579E-2,4.753290676E-3,1.446222235E-2,2.576031084E-2
5.848677650E-1,1.772653125E-2,4.142425023E-3,1.446222235E-2,2.324963377E-2
5.873135990E-1,2.261344902E-2,2.920697676E-3,1.568395272E-2,2.767462600E-2
5.897586510E-1,1.833739504E-2,2.309832023E-3,1.385135762E-2,2.309665536E-2
5.922029220E-1,2.200258337E-2,4.142425023E-3,1.507308707E-2,2.699020774E-2
5.946479740E-1,2.016999014E-2,1.698966371E-3,1.446222235E-2,2.487711527E-2
5.970938070E-1,1.894825883E-2,1.088104444E-3,1.385135762E-2,2.349639530E-2
5.995388590E-1,2.078085579E-2,4.772387911E-4,1.568395272E-2,2.603954871E-2
6.019831300E-1,1.894825883E-2,1.088104444E-3,1.446222235E-2,2.386160848E-2
6.044281820E-1,2.139171772E-2,4.772387911E-4,1.507308707E-2,2.617310256E-2
6.068740150E-1,1.833739504E-2,-7.444925141E-4,1.446222235E-2,2.336600525E-2
6.093190680E-1,2.078085579E-2,1.088104444E-3,1.446222235E-2,2.534134593E-2
6.117633380E-1,1.955912448E-2,1.088104444E-3,1.568395272E-2,2.509441561E-2
6.142083900E-1,2.016999014E-2,1.088104444E-3,1.446222235E-2,2.484287319E-2
6.166542240E-1,2.139171772E-2,-7.444925141E-4,1.568395272E-2,2.653575378E-2
6.190992760E-1,1.833739504E-2,4.772387911E-4,1.507308707E-2,2.374206746E-2
6.215435470E-1,1.772653125E-2,1.088104444E-3,1.568395272E-2,2.369388644E-2
6.239885990E-1,1.772653125E-2,1.088104444E-3,1.629481651E-2,2.410259170E-2
6.264344320E-1,1.833739504E-2,1.698966371E-3,1.690568030E-2,2.499897138E-2
6.288794840E-1,1.772653125E-2,4.142425023E-3,1.568395272E-2,2.402864891E-2
6.313237550E-1,1.650479995E-2,6.585883908E-3,1.690568030E-2,2.452721579E-2
6.337688070E-1,1.711566560E-2,9.029342793E-3,1.629481651E-2,2.529814391E-2
6.362146400E-1,1.650479995E-2,1.269453298E-2,1.690568030E-2,2.682091750E-2
6.386596930E-1,1.406134106E-2,1.452712622E-2,1.873827539E-2,2.756595134E-2
6.411039630E-1,1.467220671E-2,1.819231361E-2,1.812741160E-2,2.957764318E-2
6.435490150E-1,1.345047727E-2,2.246836945E-2,1.751654595E-2,3.150511620E-2
6.459948490E-1,1.406134106E-2,2.369009703E-2,1.996000484E-2,3.401975607E-2
6.484399010E-1,1.100701839E-2,2.552269399E-2,1.812741160E-2,3.318381253E-2
6.508841720E-1,9.785288945E-3,2.735528722E-2,1.629481651E-2,3.331042876E-2
6.533292240E-1,1.039615367E-2,2.857701480E-2,1.507308707E-2,3.394000206E-2
6.557751090E-1,8.563559502E-3,3.163133562E-2,1.629481651E-2,3.659777301E-2
6.582201610E-1,7.341830060E-3,3.407479823E-2,1.507308707E-2,3.797620698E-2
6.606643800E-1,7.341830060E-3,3.285306692E-2,1.507308707E-2,3.688393185E-2
6.631094320E-1,6.730965339E-3,3.285306692E-2,1.446222235E-2,3.652103196E-2
6.655553180E-1,6.120100617E-3,3.285306692E-2,1.324049290E-2,3.594565746E-2
6.680003700E-1,4.898371175E-3,3.102047741E-2,1.324049290E-2,3.408188245E-2
6.704445880E-1,4.898371175E-3,3.040961176E-2,1.201876346E-2,3.306341184E-2
6.728896400E-1,3.676641965E-3,2.979874611E-2,9.575304575E-3,3.151459064E-2
6.753355260E-1,4.287506454E-3,2.857701480E-2,8.964439854E-3,3.025540726E-2
6.777805780E-1,4.898371175E-3,2.796614915E-2,7.742710412E-3,2.942871222E-2
6.802247970E-1,3.676641965E-3,2.674442157E-2,5.910116248E-3,2.763532622E-2
6.826699010E-1,3.676641965E-3,2.552269399E-2,6.520980969E-3,2.659790965E-2
6.851157340E-1,3.065777244E-3,2.430096269E-2,5.910116248E-3,2.519653253E-2
6.875607860E-1,2.454912523E-3,2.552269399E-2,5.910116248E-3,2.631281015E-2
6.900050570E-1,2.454912523E-3,2.430096269E-2,5.299251527E-3,2.499290799E-2
6.924501090E-1,1.233183080E-3,2.552269399E-2,2.244927920E-3,2.565089376E-2
6.948959430E-1,6.223183591E-4,2.369009703E-2,4.077522084E-3,2.404650004E-2
6.973409950E-1,-1.210275805E-3,2.124663815E-2,1.634063199E-3,2.134372420E-2
6.997852650E-1,1.844047802E-3,1.880317926E-2,1.634063199E-3,1.896391904E-2
7.022303180E-1,1.145363785E-5,1.880317926E-2,2.244927920E-3,1.893672049E-2
7.046761510E-1,1.233183080E-3,1.574885845E-2,2.855792642E-3,1.605312539E-2
7.071212030E-1,1.233183080E-3,1.513799187E-2,2.244927920E-3,1.535315081E-2
7.095654740E-1,1.844047802E-3,1.391626056E-2,3.466657363E-3,1.445961734E-2
7.120105260E-1,1.844047802E-3,1.330539491E-2,4.688386805E-3,1.422726315E-2
7.144563590E-1,3.065777244E-3,1.208366733E-2,4.077522084E-3,1.311640929E-2
7.169014110E-1,1.844047802E-3,1.269453298E-2,5.299251527E-3,1.387925598E-2
7.193456820E-1,3.676641965E-3,1.086193975E-2,7.131845690E-3,1.350417173E-2
7.217907340E-1,4.287506454E-3,1.269453298E-2,7.131845690E-3,1.517883731E-2
7.242365680E-1,4.287506454E-3,1.208366733E-2,7.742710412E-3,1.497822727E-2
7.266816200E-1,4.287506454E-3,1.086193975E-2,8.964439854E-3,1.472160415E-2
7.291258900E-1,4.287506454E-3,1.330539491E-2,8.964439854E-3,1.660654772E-2
7.315709430E-1,4.287506454E-3,1.147280168E-2,1.018616930E-2,1.593003248E-2
7.340167760E-1,6.120100617E-3,1.147280168E-2,1.018616930E-2,1.651783445E-2
7.364618280E-1,6.730965339E-3,1.086193975E-2,1.140789874E-2,1.712973389E-2
7.389060990E-1,6.730965339E-3,1.147280168E-2,1.079703402E-2,1.713204647E-2
7.413511510E-1,5.509235896E-3,1.086193975E-2,1.018616930E-2,1.587738833E-2
7.437969840E-1,7.341830060E-3,9.029342793E-3,1.201876346E-2,1.672967947E-2
7.462420360E-1,7.952694781E-3,7.807615213E-3,1.324049290E-2,1.730649768E-2
7.486863070E-1,8.563559502E-3,7.196749561E-3,1.262962818E-2,1.687113700E-2
7.511313590E-1,9.174424224E-3,5.364156328E-3,1.324049290E-2,1.697807072E-2
7.535772450E-1,1.161788311E-2,4.142425023E-3,1.385135762E-2,1.854710223E-2
7.560222450E-1,1.100701839E-2,3.531559603E-3,1.385135762E-2,1.804124372E-2
7.584665150E-1,1.100701839E-2,4.753290676E-3,1.507308707E-2,1.925996313E-2
7.609115680E-1,1.345047727E-2,2.309832023E-3,1.629481651E-2,2.125492197E-2
7.633574530E-1,1.406134106E-2,1.698966371E-3,1.568395272E-2,2.113277483E-2
7.658025050E-1,1.589393616E-2,3.531559603E-3,1.507308707E-2,2.218754321E-2
7.682467240E-1,1.589393616E-2,4.142425023E-3,1.385135762E-2,2.148573945E-2
7.706917760E-1,1.833739504E-2,5.364156328E-3,1.446222235E-2,2.396226419E-2
7.731376610E-1,1.833739504E-2,9.640208445E-3,1.324049290E-2,2.458666972E-2
7.755827130E-1,1.711566560E-2,1.208366733E-2,1.262962818E-2,2.446361652E-2
7.780269840E-1,1.894825883E-2,1.147280168E-2,1.262962818E-2,2.549841562E-2
7.804719840E-1,2.016999014E-2,1.391626056E-2,1.201876346E-2,2.729361620E-2
7.829178700E-1,1.833739504E-2,1.391626056E-2,1.079703402E-2,2.542633101E-2
7.853629220E-1,1.894825883E-2,1.391626056E-2,9.575304575E-3,2.538474500E-2
7.878071930E-1,1.894825883E-2,1.330539491E-2,1.018616930E-2,2.529482341E-2
7.902522450E-1,2.016999014E-2,1.208366733E-2,8.353575133E-3,2.495246953E-2
7.926980780E-1,1.894825883E-2,1.269453298E-2,9.575304575E-3,2.473608979E-2
7.951431300E-1,2.078085579E-2,1.147280168E-2,9.575304575E-3,2.559600757E-2
7.975874010E-1,1.772653125E-2,1.025107410E-2,1.140789874E-2,2.344044761E-2
8.000324530E-1,1.894825883E-2,8.418477140E-3,1.079703402E-2,2.337698042E-2
8.024782860E-1,1.833739504E-2,7.807615213E-3,1.140789874E-2,2.296429981E-2
8.049233380E-1,1.894825883E-2,7.196749561E-3,1.201876346E-2,2.356438822E-2
8.073676090E-1,1.894825883E-2,4.753290676E-3,1.385135762E-2,2.394765945E-2
8.098126610E-1,1.955912448E-2,2.309832023E-3,1.568395272E-2,2.517699441E-2
8.122584950E-1,2.016999014E-2,4.772387911E-4,1.690568030E-2,2.632220138E-2
8.147035470E-1,1.955912448E-2,-2.577085746E-3,1.751654595E-2,2.638238245E-2
8.171478180E-1,1.955912448E-2,-6.242274307E-3,1.873827539E-2,2.779655201E-2
8.195928700E-1,2.016999014E-2,-9.296596982E-3,1.934913918E-2,2.945580426E-2
8.220387030E-1,2.078085579E-2,-1.051832829E-2,2.057087049E-2,3.107474714E-2
8.244837550E-1,2.016999014E-2,-1.112919208E-2,2.118173428E-2,3.129462071E-2
8.269280260E-1,2.078085579E-2,-1.174005587E-2,2.118173428E-2,3.191142031E-2
8.293730780E-1,2.078085579E-2,-1.235092152E-2,2.118173428E-2,3.214117448E-2
8.318189110E-1,2.261344902E-2,-1.112919208E-2,2.118173428E-2,3.292252815E-2
8.342639630E-1,2.078085579E-2,-9.907462634E-3,2.179259807E-2,3.170045920E-2
