"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.082426040E-1,8.552107960E-3,-3.696036292E-3,-7.330379449E-3,1.185469096E-2
4.106868230E-1,4.886919167E-3,-6.750359200E-3,-9.162972681E-3,1.238585470E-2
4.131318230E-1,8.552107960E-3,-4.917764105E-3,-1.038470212E-2,1.432358169E-2
4.155776040E-1,7.330378052E-3,-6.750359200E-3,-1.282816101E-2,1.624387597E-2
4.180226040E-1,9.162971750E-3,-3.696036292E-3,-1.282816101E-2,1.619204899E-2
4.204668230E-1,7.330378052E-3,-3.696036292E-3,-1.343902666E-2,1.574809716E-2
4.229118230E-1,6.719513331E-3,-2.474304987E-3,-1.466075610E-2,1.631599872E-2
4.253576560E-1,8.552107960E-3,-1.252577407E-3,-1.282816101E-2,1.546832944E-2
4.278026560E-1,4.886919167E-3,5.800157669E-4,-1.404989045E-2,1.488683374E-2
4.302468750E-1,7.941242307E-3,3.023478435E-3,-1.466075610E-2,1.694528019E-2
4.326918750E-1,3.665189724E-3,3.023478435E-3,-1.404989045E-2,1.483153597E-2
4.351376560E-1,7.941242307E-3,5.466933362E-3,-1.099556778E-2,1.462372047E-2
4.375826560E-1,4.276054446E-3,6.077799015E-3,-9.773838334E-3,1.227811868E-2
4.400268750E-1,5.497783888E-3,7.910395972E-3,-9.162972681E-3,1.329511416E-2
4.424718750E-1,6.108648609E-3,6.077799015E-3,-6.108650006E-3,1.056270958E-2
4.449177090E-1,3.665189724E-3,7.299530320E-3,-4.886920564E-3,9.518337628E-3
4.473627090E-1,8.552107960E-3,7.299530320E-3,-4.276054911E-3,1.202939479E-2
4.498069270E-1,3.054325003E-3,6.077799015E-3,-2.443461679E-3,7.227658477E-3
4.522519270E-1,7.941242307E-3,7.910395972E-3,-1.832596492E-3,1.135764517E-2
4.546977090E-1,3.665189724E-3,6.077799015E-3,-6.108670495E-4,7.123651812E-3
4.571427090E-1,8.552107960E-3,6.688664667E-3,-6.108670495E-4,1.087427902E-2
4.595869270E-1,4.276054446E-3,6.688664667E-3,-2.328306437E-9,7.938694896E-3
4.620319790E-1,6.108648609E-3,6.077799015E-3,6.108623929E-4,8.638771994E-3
4.644777610E-1,6.719513331E-3,3.634340363E-3,1.832591835E-3,7.856123860E-3
4.669227610E-1,3.665189724E-3,3.634340363E-3,1.832591835E-3,5.477265597E-3
4.693669790E-1,6.719513331E-3,2.412612783E-3,2.443456557E-3,7.546061210E-3
4.718119790E-1,4.276054446E-3,2.412612783E-3,1.221727114E-3,5.059442578E-3
4.742577610E-1,7.330378052E-3,2.412612783E-3,3.054321278E-3,8.299639829E-3
4.767028130E-1,3.665189724E-3,1.801747130E-3,1.221727114E-3,4.262924534E-3
4.791469790E-1,8.552107960E-3,3.023478435E-3,1.832591835E-3,9.254099915E-3
4.815920310E-1,4.886919167E-3,-1.252577407E-3,1.832591835E-3,5.367431596E-3
4.840378130E-1,5.497783888E-3,1.190881478E-3,1.832591835E-3,5.916267338E-3
4.864828130E-1,4.886919167E-3,-3.084616037E-5,1.832591835E-3,5.219322108E-3
4.889270310E-1,4.886919167E-3,2.412612783E-3,1.832591835E-3,5.749875844E-3
4.913720310E-1,6.108648609E-3,1.801747130E-3,1.221727114E-3,6.484943924E-3
4.938178650E-1,3.054325003E-3,-1.252577407E-3,6.108623929E-4,3.357231635E-3
4.962628650E-1,7.330378052E-3,-3.084616037E-5,1.832591835E-3,7.556043059E-3
4.987070840E-1,1.832595561E-3,-3.085170640E-3,-6.108670495E-4,3.640033368E-3
5.011520840E-1,6.108648609E-3,-2.474304987E-3,6.108623929E-4,6.618982238E-3
5.035978650E-1,3.054325003E-3,-7.361222990E-3,-1.832596492E-3,8.177708422E-3
5.060428650E-1,4.276054446E-3,-6.750359200E-3,-1.832596492E-3,8.198194975E-3
5.084870840E-1,3.665189724E-3,-9.804681875E-3,-2.443461679E-3,1.074876306E-2
5.109320840E-1,1.221730839E-3,-1.041554753E-2,-3.054325469E-3,1.092269017E-2
5.133779170E-1,4.886919167E-3,-1.163727697E-2,-2.443461679E-3,1.285607635E-2
5.158229170E-1,2.443460282E-3,-1.285900641E-2,-5.497784354E-3,1.419683686E-2
5.182671360E-1,4.276054446E-3,-1.346987206E-2,-7.330379449E-3,1.592031903E-2
5.207121360E-1,-6.108633243E-4,-1.591333002E-2,-7.330379449E-3,1.753116337E-2
5.231579170E-1,1.832595561E-3,-1.469159964E-2,-7.941243239E-3,1.680073959E-2
5.256029690E-1,-1.221728045E-3,-1.652419381E-2,-7.941243239E-3,1.837402908E-2
5.280471880E-1,-1.221728045E-3,-1.530246530E-2,-9.773838334E-3,1.819851586E-2
5.304921880E-1,-1.221728045E-3,-1.530246530E-2,-9.773838334E-3,1.819851586E-2
5.329379690E-1,-2.443457488E-3,-1.591333002E-2,-1.160643157E-2,1.984726204E-2
5.353829690E-1,-1.221728045E-3,-1.591333002E-2,-1.221729722E-2,2.009947868E-2
5.378271880E-1,-4.276051652E-3,-1.591333002E-2,-1.282816101E-2,2.088253828E-2
5.402721880E-1,-3.665186930E-3,-1.652419381E-2,-1.282816101E-2,2.123780335E-2
5.427180210E-1,-8.552104235E-3,-1.713505760E-2,-1.527161989E-2,2.449430668E-2
5.451630210E-1,-4.886916373E-3,-1.713505760E-2,-1.527161989E-2,2.346730757E-2
5.476072400E-1,-7.330375258E-3,-1.896765269E-2,-1.588248461E-2,2.580231710E-2
5.500522400E-1,-5.497781094E-3,-1.713505760E-2,-1.649335027E-2,2.441037482E-2
5.524980210E-1,-5.497781094E-3,-1.896765269E-2,-1.710421592E-2,2.612568942E-2
5.549430210E-1,-8.552104235E-3,-1.896765269E-2,-1.710421592E-2,2.693444890E-2
5.573872400E-1,-6.108645815E-3,-2.018938214E-2,-1.527161989E-2,2.604129565E-2
5.598322920E-1,-1.038469933E-2,-2.080024779E-2,-1.649335027E-2,2.850478716E-2
5.622780730E-1,-6.108645815E-3,-1.896765269E-2,-1.588248461E-2,2.548216474E-2
5.647230730E-1,-9.773833677E-3,-2.080024779E-2,-1.771507785E-2,2.901727272E-2
5.671672920E-1,-7.941240445E-3,-1.774592325E-2,-1.466075610E-2,2.434992528E-2
5.696122920E-1,-1.099556312E-2,-1.774592325E-2,-1.466075610E-2,2.550995825E-2
5.720581250E-1,-8.552104235E-3,-1.408073585E-2,-1.282816101E-2,2.087983055E-2
5.745031250E-1,-1.099556312E-2,-1.346987206E-2,-1.221729722E-2,2.125093441E-2
5.769473440E-1,-1.160642877E-2,-1.041554753E-2,-1.099556778E-2,1.908128219E-2
5.793923440E-1,-1.099556312E-2,-7.361222990E-3,-1.038470212E-2,1.682058413E-2
5.818381250E-1,-1.527161710E-2,-4.917764105E-3,-1.038470212E-2,1.911148165E-2
5.842831250E-1,-9.162969887E-3,-1.863441197E-3,-7.330379449E-3,1.188136748E-2
5.867273440E-1,-1.466075145E-2,5.800157669E-4,-7.941243239E-3,1.668344675E-2
5.891723440E-1,-1.221729256E-2,4.856071435E-3,-6.108650006E-3,1.449687112E-2
5.916181770E-1,-1.527161710E-2,3.634340363E-3,-5.497784354E-3,1.663298985E-2
5.940631770E-1,-1.466075145E-2,7.299530320E-3,-6.108650006E-3,1.747959899E-2
5.965073960E-1,-1.466075145E-2,8.521257900E-3,-4.886920564E-3,1.764742083E-2
5.989523960E-1,-1.466075145E-2,1.096471678E-2,-5.497784354E-3,1.911513222E-2
6.013981770E-1,-1.343902200E-2,1.340817567E-2,-4.886920564E-3,1.960276715E-2
6.038432290E-1,-1.710421033E-2,1.218644809E-2,-3.665191121E-3,2.131893886E-2
6.062874480E-1,-1.282815821E-2,1.585163549E-2,-4.276054911E-3,2.083556182E-2
6.087324480E-1,-1.649334654E-2,1.585163549E-2,-3.665191121E-3,2.316761649E-2
6.111782290E-1,-1.282815821E-2,2.012768760E-2,-4.276054911E-3,2.424809471E-2
6.136232290E-1,-1.710421033E-2,2.012768760E-2,-5.497784354E-3,2.697968592E-2
6.160674480E-1,-1.404988766E-2,2.440374345E-2,-4.886920564E-3,2.858013348E-2
6.185124480E-1,-1.588248275E-2,2.562547103E-2,-6.108650006E-3,3.076091072E-2
6.209582810E-1,-1.710421033E-2,2.990152314E-2,-7.330379449E-3,3.521916467E-2
6.234032810E-1,-1.527161710E-2,3.173412010E-2,-7.330379449E-3,3.597236620E-2
6.258475000E-1,-1.710421033E-2,3.356670961E-2,-9.773838334E-3,3.892050771E-2
6.282925000E-1,-1.404988766E-2,3.539930657E-2,-1.038470212E-2,3.947597100E-2
6.307382810E-1,-1.832594164E-2,3.601017222E-2,-1.099556778E-2,4.187451672E-2
6.331833340E-1,-1.466075145E-2,3.967535868E-2,-1.221729722E-2,4.402651554E-2
6.356275000E-1,-1.771507598E-2,3.845363483E-2,-1.282816101E-2,4.423875748E-2
6.380725520E-1,-1.404988766E-2,4.272968695E-2,-1.282816101E-2,4.677378758E-2
6.405183340E-1,-1.404988766E-2,4.211882129E-2,-1.466075610E-2,4.675823157E-2
6.429633340E-1,-1.282815821E-2,4.334054515E-2,-1.404989045E-2,4.733248270E-2
6.454075520E-1,-1.160642877E-2,4.395141080E-2,-1.466075610E-2,4.776372546E-2
6.478525520E-1,-1.221729256E-2,4.272968695E-2,-1.588248461E-2,4.719472112E-2
6.502983860E-1,-9.773833677E-3,4.456227645E-2,-1.282816101E-2,4.739077993E-2
6.527433860E-1,-1.404988766E-2,4.211882129E-2,-1.221729722E-2,4.605058959E-2
6.551876040E-1,-8.552104235E-3,4.272968695E-2,-1.160643157E-2,4.509627354E-2
6.576326040E-1,-1.160642877E-2,3.967535868E-2,-1.099556778E-2,4.277552789E-2
6.600783860E-1,-8.552104235E-3,3.906449303E-2,-1.038470212E-2,4.131603975E-2
6.625233860E-1,-1.038469933E-2,3.601017222E-2,-8.552108891E-3,3.844103341E-2
6.649676040E-1,-9.773833677E-3,3.234498575E-2,-9.162972681E-3,3.500979858E-2
6.674126040E-1,-9.773833677E-3,2.990152314E-2,-9.773838334E-3,3.294171864E-2
6.698584380E-1,-1.099556312E-2,2.501460537E-2,-9.162972681E-3,2.882000969E-2
6.723034380E-1,-7.330375258E-3,2.257115021E-2,-9.162972681E-3,2.543916846E-2
6.747476560E-1,-1.282815821E-2,2.012768760E-2,-1.038470212E-2,2.602935823E-2
6.771926560E-1,-7.941240445E-3,1.768423244E-2,-1.160643157E-2,2.259434953E-2
6.796384900E-1,-1.038469933E-2,1.340817567E-2,-1.099556778E-2,2.021196838E-2
6.820834900E-1,-6.719510537E-3,1.218644809E-2,-1.160643157E-2,1.812099866E-2
6.845277090E-1,-8.552104235E-3,1.035385113E-2,-1.282816101E-2,1.857154907E-2
6.869727090E-1,-7.330375258E-3,7.910395972E-3,-1.527161989E-2,1.869575192E-2
6.894184900E-1,-4.886916373E-3,6.688664667E-3,-1.466075610E-2,1.683917920E-2
6.918635420E-1,-7.941240445E-3,6.077799015E-3,-1.527161989E-2,1.825446014E-2
6.943077090E-1,-4.276051652E-3,6.077799015E-3,-1.527161989E-2,1.698371669E-2
6.967527610E-1,-7.330375258E-3,4.856071435E-3,-1.466075610E-2,1.709542631E-2
6.991985420E-1,-3.054322209E-3,4.856071435E-3,-1.466075610E-2,1.574319165E-2
7.016435420E-1,-7.330375258E-3,2.412612783E-3,-1.343902666E-2,1.549717844E-2
7.040877610E-1,-2.443457488E-3,4.856071435E-3,-1.221729722E-2,1.337214514E-2
7.065327610E-1,-5.497781094E-3,3.634340363E-3,-1.221729722E-2,1.388151210E-2
7.089785940E-1,-4.886916373E-3,4.245205782E-3,-9.162972681E-3,1.121890334E-2
7.114235940E-1,-4.886916373E-3,4.856071435E-3,-8.552108891E-3,1.098189182E-2
7.138678130E-1,-4.276051652E-3,1.801747130E-3,-4.276054911E-3,6.309956898E-3
7.163128130E-1,-4.886916373E-3,1.801747130E-3,-4.276054911E-3,6.738908663E-3
7.187585940E-1,-5.497781094E-3,1.190881478E-3,-2.443461679E-3,6.133049864E-3
7.212036460E-1,-3.665186930E-3,1.801747130E-3,-1.221731771E-3,4.262923466E-3
7.236478130E-1,-3.054322209E-3,-3.084616037E-5,6.108623929E-4,3.114962039E-3
7.260928650E-1,-4.276051652E-3,-6.417118129E-4,1.221727114E-3,4.493220328E-3
7.285386460E-1,-3.665186930E-3,-3.696036292E-3,2.443456557E-3,5.750196471E-3
7.309836460E-1,-3.054322209E-3,-4.306900315E-3,3.665185999E-3,6.427430504E-3
7.334278650E-1,-4.276051652E-3,-3.085170640E-3,4.276050720E-3,6.788777899E-3
7.358728650E-1,-3.665186930E-3,-3.085170640E-3,4.276050720E-3,6.421563896E-3
7.383186980E-1,-3.054322209E-3,-3.696036292E-3,4.886915442E-3,6.846277161E-3
7.407636980E-1,-4.276051652E-3,-2.474304987E-3,4.276050720E-3,6.533866593E-3
7.432079170E-1,-2.443457488E-3,-1.252577407E-3,4.886915442E-3,5.605477427E-3
7.456529170E-1,-3.665186930E-3,-3.084616037E-5,4.276050720E-3,5.631976250E-3
7.480986980E-1,-3.054322209E-3,5.800157669E-4,4.886915442E-3,5.791998358E-3
7.505436980E-1,-3.054322209E-3,4.245205782E-3,3.054321278E-3,6.056363163E-3
7.529879170E-1,-3.665186930E-3,6.688664667E-3,3.665185999E-3,8.461998504E-3
7.554329690E-1,-3.054322209E-3,7.299530320E-3,3.665185999E-3,8.720413720E-3
7.578787500E-1,-4.886916373E-3,9.132123552E-3,3.665185999E-3,1.098686582E-2
7.603237500E-1,-3.665186930E-3,1.157558244E-2,3.665185999E-3,1.268311052E-2
7.627679690E-1,-4.276051652E-3,1.340817567E-2,4.276050720E-3,1.470878657E-2
7.652129690E-1,-3.665186930E-3,1.401904132E-2,3.054321278E-3,1.480864590E-2
7.676588020E-1,-5.497781094E-3,1.462990697E-2,2.443456557E-3,1.581866793E-2
7.701038020E-1,-4.276051652E-3,1.646250114E-2,3.054321278E-3,1.728084026E-2
7.725480210E-1,-3.665186930E-3,1.768423244E-2,3.665185999E-3,1.842821914E-2
7.749930210E-1,-3.665186930E-3,1.768423244E-2,2.443456557E-3,1.822460294E-2
7.774388020E-1,-4.276051652E-3,1.768423244E-2,1.832591835E-3,1.828592595E-2
7.798838540E-1,-3.665186930E-3,1.707336679E-2,6.108623929E-4,1.747302497E-2
7.823280730E-1,-3.054322209E-3,1.646250114E-2,-1.221731771E-3,1.678795569E-2
7.847730730E-1,-4.276051652E-3,1.829509437E-2,-1.221731771E-3,1.882784439E-2
7.872188540E-1,-3.054322209E-3,1.707336679E-2,-6.108670495E-4,1.735516915E-2
7.896638540E-1,-3.054322209E-3,1.707336679E-2,-6.108670495E-4,1.735516915E-2
7.921080730E-1,-5.497781094E-3,1.768423244E-2,-1.221731771E-3,1.855937237E-2
7.945531250E-1,-3.665186930E-3,1.768423244E-2,-1.221731771E-3,1.810133423E-2
7.969989060E-1,-4.886916373E-3,1.768423244E-2,-1.221731771E-3,1.838767678E-2
7.994439060E-1,-3.665186930E-3,1.890596002E-2,-1.221731771E-3,1.929667195E-2
8.018881250E-1,-4.886916373E-3,1.829509437E-2,-1.832596492E-3,1.902500564E-2
8.043331250E-1,-5.497781094E-3,1.951682568E-2,-6.108670495E-4,2.028559193E-2
8.067789590E-1,-4.886916373E-3,1.829509437E-2,-2.328306437E-9,1.893653690E-2
8.092239590E-1,-4.886916373E-3,1.829509437E-2,-6.108670495E-4,1.894638721E-2
8.116681770E-1,-5.497781094E-3,1.707336679E-2,-2.328306437E-9,1.793670679E-2
8.141131770E-1,-6.108645815E-3,1.462990697E-2,1.221727114E-3,1.590101723E-2
8.165589590E-1,-4.886916373E-3,1.279731374E-2,1.221727114E-3,1.375302904E-2
8.190039590E-1,-5.497781094E-3,9.132123552E-3,1.221727114E-3,1.072911435E-2
8.214481770E-1,-6.108645815E-3,7.910395972E-3,1.832591835E-3,1.016111760E-2
8.238932290E-1,-6.719510537E-3,4.245205782E-3,1.221727114E-3,8.041530397E-3
8.263390110E-1,-6.108645815E-3,5.800157669E-4,6.108623929E-4,6.166451561E-3
8.287840110E-1,-6.719510537E-3,-1.863441197E-3,6.108623929E-4,6.999813413E-3
8.312282290E-1,-6.719510537E-3,-3.085170640E-3,-1.221731771E-3,7.494179625E-3
