"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.309718700E-2,6.589301586E0,-1.505002499E0,6.693254948E0,9.512286250E0
9.555031200E-2,6.603666782E0,-1.500214338E0,6.748318672E0,9.560275254E0
9.800343700E-2,6.646759987E0,-1.514578938E0,6.822536469E0,9.644706919E0
1.004565620E-1,6.653942585E0,-1.545702219E0,6.875206470E0,9.691883784E0
1.029096870E-1,6.701824665E0,-1.552884459E0,6.918299675E0,9.756473460E0
1.053628120E-1,6.737736225E0,-1.557672739E0,6.932664871E0,9.792102737E0
1.078159370E-1,6.783223629E0,-1.598372340E0,6.959000111E0,9.848583628E0
1.102690620E-1,6.804770470E0,-1.612736940E0,7.002093315E0,9.896218085E0
1.127221870E-1,6.857440472E0,-1.612736940E0,7.035610676E0,9.956165318E0
1.151753120E-1,6.917293072E0,-1.605554700E0,7.071522236E0,1.002163540E1
1.176284370E-1,6.965175152E0,-1.639072061E0,7.078704834E0,1.006520165E1
1.200815620E-1,7.003480434E0,-1.646254301E0,7.085886955E0,1.009795451E1
1.225346870E-1,7.053757191E0,-1.663012981E0,7.078704834E0,1.013060535E1
1.249878120E-1,7.087274075E0,-1.679771662E0,7.061945915E0,1.014505627E1
1.274409370E-1,7.101639271E0,-1.689348102E0,7.071522236E0,1.016334611E1
1.298940620E-1,7.111215115E0,-1.713289022E0,7.121798515E0,1.020905254E1
1.323471870E-1,7.101639271E0,-1.732441783E0,7.162498474E0,1.023406172E1
1.348003650E-1,7.094456673E0,-1.765959263E0,7.184044838E0,1.024989892E1
1.372505210E-1,7.046574593E0,-1.758776903E0,7.215168476E0,1.023748826E1
1.396767710E-1,6.998692513E0,-1.770747423E0,7.253473759E0,1.023377374E1
1.420825520E-1,6.938840389E0,-1.773141623E0,7.248685837E0,1.018994522E1
1.444878650E-1,6.912505150E0,-1.777929664E0,7.272626877E0,1.018993930E1
1.468924480E-1,6.838288307E0,-1.782717943E0,7.294173241E0,1.015604419E1
1.492976560E-1,6.816740990E0,-1.758776903E0,7.320508957E0,1.015633326E1
1.517030730E-1,6.799982548E0,-1.775535703E0,7.318114281E0,1.014628436E1
1.541089580E-1,6.797588825E0,-1.780323863E0,7.286991596E0,1.012309308E1
1.565144270E-1,6.802376747E0,-1.782717943E0,7.267838478E0,1.011295648E1
1.589193750E-1,6.768859386E0,-1.775535703E0,7.224744797E0,1.005817686E1
1.613252080E-1,6.773647785E0,-1.746806502E0,7.234321594E0,1.006325227E1
1.637306250E-1,6.768859386E0,-1.734835982E0,7.215168476E0,1.004419083E1
1.661353650E-1,6.788012028E0,-1.725259542E0,7.246292114E0,1.007781609E1
1.685404170E-1,6.797588825E0,-1.703712702E0,7.267838478E0,1.009610454E1
1.709454690E-1,6.785618305E0,-1.677377582E0,7.298962116E0,1.010609021E1
1.733510940E-1,6.833499432E0,-1.660618901E0,7.306143761E0,1.014071527E1
1.757564580E-1,6.855046749E0,-1.639072061E0,7.279808998E0,1.013281018E1
1.781613540E-1,6.910110950E0,-1.603160620E0,7.210380554E0,1.011480821E1
1.805668750E-1,6.957993031E0,-1.591190100E0,7.088280678E0,1.005928804E1
1.829719270E-1,7.022633553E0,-1.579219580E0,6.978152275E0,1.002526437E1
1.853766670E-1,7.036998272E0,-1.560066819E0,6.872812271E0,9.959352473E0
1.877816670E-1,7.113609791E0,-1.548096299E0,6.781836510E0,9.949540334E0
1.901867190E-1,7.135156155E0,-1.514578938E0,6.659737587E0,9.877069780E0
1.925924480E-1,7.142338753E0,-1.507396579E0,6.587914467E0,9.832897047E0
1.949977600E-1,7.163885593E0,-1.493031979E0,6.559185505E0,9.827172318E0
1.974023440E-1,7.180644035E0,-1.459514618E0,6.520879745E0,9.808858462E0
1.998073960E-1,7.180644035E0,-1.454726458E0,6.382021904E0,9.716382115E0
2.022125000E-1,7.147126675E0,-1.457120538E0,6.571156025E0,9.817571567E0
2.046172400E-1,7.190220833E0,-1.428391337E0,6.262316704E0,9.641378944E0
2.070224480E-1,7.139944553E0,-1.414026737E0,6.300622940E0,9.626844201E0
2.094279690E-1,7.113609791E0,-1.409238577E0,6.652555466E0,9.841031036E0
2.118336980E-1,7.123185635E0,-1.399662256E0,6.099518299E0,9.481716696E0
2.142388540E-1,7.060939312E0,-1.421209097E0,6.738742828E0,9.863435212E0
2.166433850E-1,7.036998272E0,-1.394873977E0,6.310198784E0,9.554246531E0
2.190487500E-1,6.934051991E0,-1.428391337E0,6.403568745E0,9.546050046E0
2.214538540E-1,6.902928829E0,-1.435573578E0,6.664525986E0,9.701917570E0
2.238586460E-1,6.857440472E0,-1.425997257E0,6.118670940E0,9.300327525E0
2.262636980E-1,6.792799950E0,-1.452332377E0,6.805777550E0,9.724711232E0
2.286688020E-1,6.747312069E0,-1.445150137E0,6.331746101E0,9.365131487E0
2.310741670E-1,6.668307304E0,-1.469091058E0,6.520879745E0,9.441738373E0
2.334789060E-1,6.625213146E0,-1.466696978E0,6.693254948E0,9.531228203E0
2.358834900E-1,6.553390026E0,-1.469091058E0,6.257528782E0,9.179423502E0
2.382891670E-1,6.467202663E0,-1.509790659E0,6.899147511E0,9.576137765E0
2.406943230E-1,6.455232143E0,-1.524155378E0,6.389204502E0,9.209506274E0
2.430989580E-1,6.381015301E0,-1.505002499E0,6.712407589E0,9.382899575E0
2.455042190E-1,6.352286339E0,-1.526549339E0,6.798595428E0,9.428827839E0
2.479094270E-1,6.306797981E0,-1.514578938E0,6.417933464E0,9.124665478E0
2.503149480E-1,6.256522179E0,-1.516972899E0,7.076310158E0,9.566579430E0
2.527204170E-1,6.244551659E0,-1.485849738E0,6.530456066E0,9.156911668E0
2.551252080E-1,6.182305336E0,-1.516972899E0,6.992517471E0,9.456077762E0
2.575304170E-1,6.165545940E0,-1.483455539E0,7.045187473E0,9.478885146E0
2.599351560E-1,6.124846458E0,-1.481061459E0,6.798595428E0,9.269745789E0
2.623396350E-1,6.103299618E0,-1.500214338E0,7.449790001E0,9.746808726E0
2.647449480E-1,6.091329098E0,-1.454726458E0,6.872812271E0,9.298175507E0
2.671501560E-1,6.055417538E0,-1.476273298E0,7.394725800E0,9.671061682E0
2.695555210E-1,6.055417538E0,-1.433179617E0,7.277414799E0,9.575116267E0
2.719602600E-1,6.074570656E0,-1.402056217E0,7.047581196E0,9.409281110E0
2.743645310E-1,6.110482216E0,-1.385297537E0,7.610194683E0,9.857591252E0
2.767696350E-1,6.179911137E0,-1.349386096E0,6.985334873E0,9.423749136E0
2.791745310E-1,6.199063778E0,-1.337415576E0,7.478519440E0,9.805372260E0
2.815792190E-1,6.285251141E0,-1.270380855E0,7.258262157E0,9.685071965E0
2.839841670E-1,6.354680061E0,-1.258410335E0,7.069128513E0,9.588437474E0
2.863891670E-1,6.400167942E0,-1.236863494E0,7.538372040E0,9.965893537E0
2.887946870E-1,6.481567383E0,-1.205740213E0,6.853659153E0,9.509845897E0
2.911999480E-1,6.510296822E0,-1.200951934E0,7.397119999E0,9.926914653E0
2.936048960E-1,6.574937344E0,-1.167434573E0,7.088280678E0,9.738399639E0
2.960103650E-1,6.596484184E0,-1.186587334E0,6.994911194E0,9.687640358E0
2.984154170E-1,6.641972065E0,-1.188981414E0,7.375572681E0,9.996426466E0
3.008203120E-1,6.646759987E0,-1.186587334E0,6.738742828E0,9.539290473E0
3.032255210E-1,6.627607346E0,-1.196163654E0,7.361208439E0,9.977142692E0
3.056305210E-1,6.641972065E0,-1.208134174E0,6.944635391E0,9.685212533E0
3.080358330E-1,6.627607346E0,-1.224892974E0,6.992517471E0,9.711891809E0
3.104405210E-1,6.627607346E0,-1.241651535E0,7.308538437E0,9.943923358E0
3.128445310E-1,6.589301586E0,-1.248834014E0,6.721983910E0,9.495448882E0
3.152493230E-1,6.536631584E0,-1.279957175E0,7.320508957E0,9.897256904E0
3.176541670E-1,6.539025784E0,-1.282351375E0,6.779442310E0,9.506004486E0
3.200588020E-1,6.464808464E0,-1.318262815E0,6.875206470E0,9.528904939E0
3.224636980E-1,6.455232143E0,-1.337415576E0,7.066734314E0,9.664234906E0
3.248687500E-1,6.416926861E0,-1.320656896E0,6.487362385E0,9.219921675E0
3.272742710E-1,6.388197422E0,-1.349386096E0,7.052370071E0,9.610714477E0
3.296791670E-1,6.397774220E0,-1.332627296E0,6.461027145E0,9.189792285E0
3.320836980E-1,6.390591621E0,-1.346991897E0,6.650160789E0,9.320873723E0
3.344894270E-1,6.390591621E0,-1.330233335E0,6.760289192E0,9.397376866E0
3.368946350E-1,6.416926861E0,-1.306292295E0,6.291046143E0,9.080782536E0
3.392993750E-1,6.416926861E0,-1.332627296E0,6.918299675E0,9.529728026E0
3.417045310E-1,6.471991062E0,-1.284745455E0,6.295834541E0,9.120020382E0
3.441096870E-1,6.457626343E0,-1.260804415E0,6.619038105E0,9.332857611E0
3.465153650E-1,6.507902622E0,-1.253622055E0,6.635796547E0,9.378601208E0
3.489204170E-1,6.529448986E0,-1.244045734E0,6.250346184E0,9.124044129E0
3.513249480E-1,6.570148945E0,-1.244045734E0,6.870418549E0,9.587343635E0
3.537302600E-1,6.613242626E0,-1.205740213E0,6.276681900E0,9.197038826E0
3.561352600E-1,6.603666782E0,-1.200951934E0,6.693254948E0,9.478943101E0
3.585399480E-1,6.608454704E0,-1.200951934E0,6.674101830E0,9.468769421E0
3.609450000E-1,6.620425224E0,-1.167434573E0,6.391598225E0,9.276069291E0
3.633500520E-1,6.582119465E0,-1.215316534E0,7.023640156E0,9.702206551E0
3.657554170E-1,6.562966824E0,-1.205740213E0,6.429903984E0,9.266607159E0
3.681603650E-1,6.486355782E0,-1.229681253E0,7.030822754E0,9.644552655E0
3.705650520E-1,6.481567383E0,-1.205740213E0,6.930270195E0,9.565206228E0
3.729705210E-1,6.445655823E0,-1.203346133E0,6.805777550E0,9.450562362E0
3.753752600E-1,6.412138462E0,-1.210528374E0,7.373178959E0,9.846048271E0
3.777797920E-1,6.424108982E0,-1.198557854E0,6.741137028E0,9.388751012E0
3.801852080E-1,6.390591621E0,-1.220104694E0,7.260656357E0,9.749125472E0
3.825904170E-1,6.416926861E0,-1.217710733E0,6.947029591E0,9.535249860E0
3.849957810E-1,6.426503181E0,-1.200951934E0,6.779442310E0,9.418230552E0
3.874008850E-1,6.443261623E0,-1.222498775E0,7.167286396E0,9.714943020E0
3.898059900E-1,6.495932102E0,-1.229681253E0,6.461027145E0,9.244139854E0
3.922121350E-1,6.452837944E0,-1.289533615E0,6.961393833E0,9.579301570E0
3.946178650E-1,6.469596863E0,-1.289533615E0,6.568761826E0,9.309522675E0
3.970229170E-1,6.452837944E0,-1.308686495E0,6.523273945E0,9.268488595E0
3.994282290E-1,6.424108982E0,-1.330233335E0,6.875206470E0,9.503007995E0
4.018336980E-1,6.436079502E0,-1.344597816E0,6.288652420E0,9.098253234E0
4.042392710E-1,6.371438503E0,-1.392479777E0,6.968576431E0,9.544385051E0
4.066443230E-1,6.414532661E0,-1.378115177E0,6.556791306E0,9.275610111E0
4.090494270E-1,6.397774220E0,-1.433179617E0,6.693254948E0,9.369374609E0
4.114554170E-1,6.395379543E0,-1.457120538E0,7.021246433E0,9.608432819E0
4.138608330E-1,6.416926861E0,-1.435573578E0,6.477786064E0,9.230359372E0
4.162658330E-1,6.402562141E0,-1.481061459E0,7.145739555E0,9.708137762E0
4.186714060E-1,6.445655823E0,-1.459514618E0,6.683678150E0,9.399373145E0
4.210769270E-1,6.481567383E0,-1.490637898E0,6.937452793E0,9.610461401E0
4.234828650E-1,6.546208382E0,-1.490637898E0,7.150527954E0,9.808409430E0
4.258882290E-1,6.586907864E0,-1.459514618E0,6.724378109E0,9.525481567E0
4.282931770E-1,6.610848427E0,-1.478667498E0,7.423454762E0,1.004974901E1
4.306989580E-1,6.697036266E0,-1.428391337E0,6.848871231E0,9.684917847E0
4.331042710E-1,6.752100468E0,-1.464302778E0,7.212774277E0,9.987950546E0
4.355091150E-1,6.816740990E0,-1.435573578E0,7.298962116E0,1.008978083E1
4.379140620E-1,6.881381512E0,-1.414026737E0,6.920694351E0,9.861485356E0
4.403190620E-1,6.946022511E0,-1.414026737E0,7.555130482E0,1.035985989E1
4.427244270E-1,7.022633553E0,-1.416420817E0,6.944635391E0,9.977554343E0
4.451295310E-1,7.046574593E0,-1.416420817E0,7.349237919E0,1.027967701E1
4.475343750E-1,7.092062473E0,-1.382903457E0,7.251080036E0,1.023659776E1
4.499398960E-1,7.130368233E0,-1.387691736E0,6.896753311E0,1.001663844E1
4.523446870E-1,7.144732475E0,-1.409238577E0,7.488095284E0,1.044532079E1
4.547491150E-1,7.132761955E0,-1.366144776E0,6.846477509E0,9.980826566E0
4.571541670E-1,7.139944553E0,-1.406844497E0,7.286991596E0,1.029845941E1
4.595591150E-1,7.161491871E0,-1.390085697E0,7.143345356E0,1.021012669E1
4.619643230E-1,7.130368233E0,-1.385297537E0,6.889570713E0,1.001136279E1
4.643689580E-1,7.113609791E0,-1.402056217E0,7.399513721E0,1.035963364E1
4.667732290E-1,7.104032993E0,-1.385297537E0,6.757895470E0,9.902296967E0
4.691784900E-1,7.041786671E0,-1.399662256E0,7.270232201E0,1.021773410E1
4.715833850E-1,7.025027752E0,-1.404450297E0,7.035610676E0,1.004108127E1
4.739879690E-1,6.967569828E0,-1.409238577E0,6.906329155E0,9.911123300E0
4.763930730E-1,6.919687748E0,-1.404450297E0,7.334873199E0,1.018110623E1
4.787981770E-1,6.895746708E0,-1.392479777E0,6.702831268E0,9.716906380E0
4.812035940E-1,6.821529388E0,-1.404450297E0,7.260656357E0,1.006095793E1
4.836082810E-1,6.819135189E0,-1.370932937E0,6.872812271E0,9.778323494E0
4.860125000E-1,6.783223629E0,-1.358962417E0,6.829718590E0,9.721314606E0
4.884178650E-1,6.723371029E0,-1.361356616E0,7.174468994E0,9.926228648E0
4.908229690E-1,6.699429989E0,-1.354174376E0,6.556791306E0,9.471412917E0
4.932277600E-1,6.610848427E0,-1.344597816E0,7.198410034E0,9.865514038E0
4.956329690E-1,6.553390026E0,-1.335021496E0,6.789019108E0,9.529951924E0
4.980379690E-1,6.493537426E0,-1.325445056E0,6.846477509E0,9.528750557E0
5.004433850E-1,6.412138462E0,-1.339809656E0,7.140951157E0,9.690396947E0
5.028484370E-1,6.378621101E0,-1.311080456E0,6.535244465E0,9.225787735E0
5.052531250E-1,6.321162701E0,-1.335021496E0,7.124192238E0,9.617353863E0
5.076586980E-1,6.278069019E0,-1.318262815E0,6.621431828E0,9.219291020E0
5.100639580E-1,6.251733780E0,-1.346991897E0,6.714801788E0,9.272924322E0
5.124686460E-1,6.234975338E0,-1.327839255E0,6.877600193E0,9.377604117E0
5.148733330E-1,6.261310101E0,-1.337415576E0,6.295834541E0,8.979433009E0
5.172779170E-1,6.225398540E0,-1.358962417E0,6.860841751E0,9.363413660E0
5.196830730E-1,6.270886421E0,-1.327839255E0,6.259922981E0,8.959565242E0
5.220880210E-1,6.275674820E0,-1.349386096E0,6.422721863E0,9.080544775E0
5.244926560E-1,6.323556423E0,-1.318262815E0,6.480179787E0,9.149749327E0
5.268981250E-1,6.345103741E0,-1.351780176E0,5.972630978E0,8.818161482E0
5.293032290E-1,6.361862659E0,-1.358962417E0,6.554397106E0,9.234727758E0
5.317079170E-1,6.450444221E0,-1.349386096E0,5.958266258E0,8.884256316E0
5.341131770E-1,6.443261623E0,-1.354174376E0,6.300622940E0,9.113026831E0
5.365183850E-1,6.479173183E0,-1.327839255E0,6.341322422E0,9.162707694E0
5.389235420E-1,6.498326302E0,-1.318262815E0,5.994177818E0,8.938469069E0
5.413281250E-1,6.505507946E0,-1.349386096E0,6.654949188E0,9.403766542E0
5.437325520E-1,6.558178425E0,-1.301504135E0,6.080365181E0,9.037392212E0
5.461378650E-1,6.531843662E0,-1.323050976E0,6.537638187E0,9.335746279E0
5.485425520E-1,6.572543144E0,-1.291927695E0,6.508909225E0,9.339876865E0
5.509470310E-1,6.572543144E0,-1.256016254E0,6.250346184E0,9.156567459E0
5.533520310E-1,6.586907864E0,-1.263198614E0,6.836900711E0,9.577381546E0
5.557570310E-1,6.622818947E0,-1.232075214E0,6.281469822E0,9.210678762E0
5.581621870E-1,6.646759987E0,-1.212922454E0,6.796200752E0,9.583263738E0
5.605669270E-1,6.697036266E0,-1.184193254E0,6.664525986E0,9.522001629E0
5.629714580E-1,6.704218864E0,-1.172222853E0,6.487362385E0,9.402474552E0
5.653765620E-1,6.720977306E0,-1.157858253E0,7.006881714E0,9.777963133E0
5.677812500E-1,6.752100468E0,-1.124340773E0,6.382021904E0,9.358696837E0
5.701855210E-1,6.742524147E0,-1.155464053E0,6.973364353E0,9.768548482E0
5.725901560E-1,6.776041508E0,-1.133917212E0,6.726772308E0,9.615090870E0
5.749951560E-1,6.768859386E0,-1.119552612E0,6.604673386E0,9.523264460E0
5.774006250E-1,6.756888866E0,-1.136311293E0,7.049975395E0,9.831017423E0
5.798055730E-1,6.797588825E0,-1.119552612E0,6.456238747E0,9.441590472E0
5.822101560E-1,6.752100468E0,-1.153069973E0,7.045187473E0,9.826245347E0
5.846155730E-1,6.778435707E0,-1.138705373E0,6.748318672E0,9.632426769E0
5.870206250E-1,6.730553627E0,-1.157858253E0,6.710013390E0,9.574198011E0
5.894250000E-1,6.735341549E0,-1.150675774E0,7.131374836E0,9.876506850E0
5.918296870E-1,6.752100468E0,-1.138705373E0,6.556791306E0,9.480454782E0
5.942343750E-1,6.730553627E0,-1.186587334E0,7.181651115E0,9.913851642E0
5.966395830E-1,6.764070988E0,-1.162646294E0,6.812959671E0,9.670616434E0
5.990446870E-1,6.766465187E0,-1.172222853E0,6.889570713E0,9.727555816E0
6.014494270E-1,6.780829430E0,-1.174616814E0,7.212774277E0,9.969126601E0
6.038550000E-1,6.819135189E0,-1.181799173E0,6.664525986E0,9.607973804E0
6.062599480E-1,6.802376747E0,-1.208134174E0,7.308538437E0,1.005716917E1
6.086643750E-1,6.876593590E0,-1.184193254E0,6.827324390E0,9.762285152E0
6.110694270E-1,6.874199867E0,-1.198557854E0,6.997305393E0,9.881975891E0
6.134744790E-1,6.898140430E0,-1.167434573E0,7.210380554E0,1.004673243E1
6.158799480E-1,6.929263592E0,-1.145887733E0,6.738742828E0,9.733365683E0
6.182853120E-1,6.936446190E0,-1.172222853E0,7.365996361E0,1.018559250E1
6.206900520E-1,6.967569828E0,-1.188981414E0,6.856053352E0,9.847140381E0
6.230953120E-1,6.938840389E0,-1.174616814E0,7.138557434E0,1.002428216E1
6.255004170E-1,6.953204632E0,-1.162646294E0,7.263050556E0,1.012179354E1
6.279050520E-1,6.977145672E0,-1.160252333E0,6.836900711E0,9.837172283E0
6.303099480E-1,6.953204632E0,-1.184193254E0,7.480913162E0,1.028170366E1
6.327147400E-1,7.003480434E0,-1.150675774E0,6.882388592E0,9.886357553E0
6.351200000E-1,6.979540348E0,-1.172222853E0,7.243897438E0,1.012729678E1
6.375249480E-1,7.027421474E0,-1.172222853E0,7.263050556E0,1.017401899E1
6.399295830E-1,7.039391994E0,-1.162646294E0,6.911118031E0,9.933193771E0
6.423350000E-1,7.077698231E0,-1.174616814E0,7.492883682E0,1.037385381E1
6.447398440E-1,7.125580311E0,-1.150675774E0,6.877600193E0,9.969921460E0
6.471444790E-1,7.123185635E0,-1.157858253E0,7.289385319E0,1.025746302E1
6.495496870E-1,7.187826633E0,-1.155464053E0,7.205591679E0,1.024307084E1
6.519550520E-1,7.223738194E0,-1.150675774E0,6.918299675E0,1.006823314E1
6.543607810E-1,7.252467155E0,-1.133917212E0,7.459366322E0,1.046547629E1
6.567659900E-1,7.312319756E0,-1.117158413E0,6.844082832E0,1.007767498E1
6.591708330E-1,7.338654518E0,-1.133917212E0,7.344449997E0,1.044425987E1
6.615764060E-1,7.367383957E0,-1.095611691E0,7.174468994E0,1.034174631E1
6.639817190E-1,7.386536598E0,-1.102793932E0,6.990122795E0,1.022931542E1
6.663867710E-1,7.376960278E0,-1.057306051E0,7.464154243E0,1.054756074E1
6.687919270E-1,7.417660236E0,-1.042941451E0,6.870418549E0,1.016425409E1
6.711968750E-1,7.369778156E0,-1.050123811E0,7.435425282E0,1.052149890E1
6.736023440E-1,7.405689716E0,-1.030970931E0,7.143345356E0,1.034091505E1
6.760074480E-1,7.379354477E0,-1.028576851E0,7.047581196E0,1.025579073E1
6.784122920E-1,7.364989758E0,-1.016606331E0,7.452184200E0,1.052670945E1
6.808180210E-1,7.362595558E0,-9.878771901E-1,6.827324390E0,1.008940400E1
6.832232810E-1,7.326683998E0,-9.974536300E-1,7.416272640E0,1.047264589E1
6.856283850E-1,7.338654518E0,-9.806949496E-1,7.026034355E0,1.020699620E1
6.880339060E-1,7.307531834E0,-9.806949496E-1,7.035610676E0,1.019125123E1
6.904393750E-1,7.285984516E0,-9.854831696E-1,7.327691078E0,1.038035664E1
6.928452080E-1,7.293166637E0,-9.783008099E-1,6.765078068E0,9.995680734E0
6.952504690E-1,7.218949795E0,-1.004635930E0,7.389937401E0,1.037948478E1
6.976554170E-1,7.238102436E0,-9.830890298E-1,6.915905952E0,1.005914241E1
7.000613020E-1,7.185432434E0,-9.854831696E-1,7.131374836E0,1.017143664E1
7.024666150E-1,7.171067715E0,-1.019000530E0,7.021246433E0,1.008763975E1
7.048713020E-1,7.137550831E0,-1.002241850E0,7.004487991E0,1.005047126E1
7.072765620E-1,7.132761955E0,-1.014212251E0,6.978152275E0,1.002993164E1
7.096818230E-1,7.096850872E0,-1.040547371E0,7.009275913E0,1.002885736E1
7.120873440E-1,7.070515633E0,-1.054911971E0,6.994911194E0,1.000169052E1
7.144924480E-1,7.053757191E0,-1.033365011E0,6.992517471E0,9.985921807E0
7.168969790E-1,7.044180870E0,-1.052517891E0,7.002093315E0,9.987872087E0
7.193022920E-1,6.998692513E0,-1.062094212E0,7.030822754E0,9.977084223E0
7.217073440E-1,6.972357750E0,-1.057306051E0,7.035610676E0,9.961500201E0
7.241119790E-1,6.979540348E0,-1.088429332E0,7.052370071E0,9.981712554E0
7.265172400E-1,7.001086712E0,-1.059700131E0,7.061945915E0,1.000046297E1
7.289223960E-1,6.998692513E0,-1.040547371E0,7.047581196E0,9.986632887E0
7.313278650E-1,7.013057232E0,-1.054911971E0,7.030822754E0,9.986404739E0
7.337331770E-1,7.056151390E0,-1.028576851E0,7.040399551E0,1.002070200E1
7.361380730E-1,7.116003513E0,-1.019000530E0,6.997305393E0,1.003185680E1
7.385436980E-1,7.123185635E0,-1.009424090E0,6.975758553E0,1.002097390E1
7.409490620E-1,7.173462391E0,-1.016606331E0,6.992517471E0,1.006912865E1
7.433540620E-1,7.204585075E0,-9.878771901E-1,6.966181755E0,1.007023514E1
7.457592190E-1,7.218949795E0,-9.591479897E-1,6.968576431E0,1.007939772E1
7.481644270E-1,7.233314037E0,-9.711185098E-1,6.975758553E0,1.009579668E1
7.505702080E-1,7.233314037E0,-9.591479897E-1,6.970970154E0,1.009134390E1
7.529754690E-1,7.204585075E0,-9.591479897E-1,6.956605911E0,1.006083380E1
7.553798440E-1,7.197402477E0,-9.423893094E-1,7.023640156E0,1.010060499E1
7.577847400E-1,7.199797153E0,-9.495716691E-1,7.030822754E0,1.010797873E1
7.601896350E-1,7.159097195E0,-9.567539692E-1,7.021246433E0,1.007303094E1
7.625943750E-1,7.139944553E0,-9.399952888E-1,7.049975395E0,1.007792401E1
7.649994790E-1,7.147126675E0,-9.543598294E-1,7.061945915E0,1.009273513E1
7.674045310E-1,7.127974033E0,-9.495716691E-1,7.057157993E0,1.007537489E1
7.698100000E-1,7.101639271E0,-9.304189086E-1,7.047581196E0,1.004825161E1
7.722151040E-1,7.075303555E0,-9.423893094E-1,7.042793274E0,1.002741019E1
7.746196870E-1,7.063333035E0,-9.591479897E-1,7.002093315E0,9.991994256E0
7.770250520E-1,7.036998272E0,-9.806949496E-1,7.009275913E0,9.980533858E0
7.794298440E-1,7.017845631E0,-9.783008099E-1,6.975758553E0,9.943260891E0
7.818342190E-1,6.974751472E0,-1.002241850E0,6.951817513E0,9.898455110E0
7.842392190E-1,6.953204632E0,-9.998477101E-1,6.985334873E0,9.906646930E0
7.866443750E-1,6.929263592E0,-1.011818171E0,6.968576431E0,9.879247310E0
7.890502080E-1,6.905322552E0,-1.004635930E0,6.970970154E0,9.863427284E0
7.914557810E-1,6.881381512E0,-1.040547371E0,6.956605911E0,9.840249801E0
7.938608330E-1,6.869410992E0,-1.042941451E0,6.949423313E0,9.827055440E0
7.962664580E-1,6.804770470E0,-1.045335531E0,6.932664871E0,9.770336214E0
7.986715620E-1,6.799982548E0,-1.052517891E0,6.913511753E0,9.754188911E0
8.010760420E-1,6.802376747E0,-1.057306051E0,6.913511753E0,9.756375877E0
8.034812500E-1,6.795194149E0,-1.074064732E0,6.927876472E0,9.763388294E0
8.058865620E-1,6.795194149E0,-1.069276571E0,6.939846992E0,9.771360816E0
8.082918230E-1,6.792799950E0,-1.083641171E0,6.956605911E0,9.783188394E0
